,Company_Name,Industry,Department,Location,Skills,ClusterLabel
1168,rookie spot,bank financial service,sales bd,kochi,sales execution bank products casa sales bank sales loan sales field sales insurance sales field sales executive field sales associate outdoor sales sales officer bank product sales,InsuranceSalesBuilder
1177,skywings advisors private limited,bank financial service,sales bd,chennai  kochi  coimbatore,business development bank sales casa sales direct sales merchant acquisition field sales corporate sales,InsuranceSalesBuilder
1203,sbi general insurance company limited,bank financial service,sales bd,satara,bank sales insurance market customer relations,InsuranceSalesBuilder
1270,crescent associates,bank financial service,sales bd,bangalore  chennai  noida  hyderabad  kolkata  gurugram  pune  mumbai city  delhi  ahmedabad,financial plan bank wealth management insurance sales sales bank sales business development financial sales,InsuranceSalesBuilder
1327,capricorn h r consultancy,bank financial service,sales bd,mumbai city,loan sales communication skills customer relationship market sales credit card sales,InsuranceSalesBuilder
1349,first solution,bank financial service,sales bd,other gujarat  navi mumbai  thane  mumbai city,casa sales business development bde insurance sales branch bank bank sales bdm sales manager sales officer,InsuranceSalesBuilder
1374,innovative associates,bank financial service,finance account tax,bangalore  hyderabad  vijayawada  vishakhapatnam  kakinada  warangal,sales market insurance customer relations bank direct sales product sales cost efficiency bank products business development mf m3 net sip set gold basic demat business nbfc,InsuranceSalesBuilder
1451,icici bank limited,bank financial service,sales bd,bangalore  chennai  hyderabad  mumbai city,cold call sales process compliance communication casa sales operations direct sales liability sales account bank customer relations operations sales presentations sell businesstobusiness,InsuranceSalesBuilder
1466,progressiveht,bank financial service,audit,bangalore,sales business to business,InsuranceSalesBuilder
1520,shree gowri ganeshaa chits private limited,bank financial service,finance account tax,bangalore,sales market insurance target business development,InsuranceSalesBuilder
1599,disha investment centre pvt  ltd ,bank financial service,market communication,mumbai city,sales market business development customer service customer relations,InsuranceSalesBuilder
1600,disha investment centre pvt  ltd ,bank financial service,market communication,mumbai city,sales market insurance customer relations bank,InsuranceSalesBuilder
1606,avanse financial services ltd,bank financial service,market communication,bangalore,sales market target business development insurance key account sales management set business management account sales process key account development sales operations direct sales international sales sales presen,InsuranceSalesBuilder
1652,sbi general insurance company limited,bank financial service,sales bd,mumbai city,bank sales insurance market customer relations,InsuranceSalesBuilder
1662,delta consultancy services hiring for max life insurance,bank financial service,sales bd,jaipur  jodhpur  gurugram  navi mumbai  faridabad  udaipur  thane  mumbai city  delhi  ajmer,direct sales field sales bank sales business development loan sales market travel sales sales executive sales officer relationship manager sales manager sale counsellor,InsuranceSalesBuilder
1674,sbi general insurance company limited,bank financial service,sales bd,mumbai city,customer relations bank insurance sales market,InsuranceSalesBuilder
1675,sbi general insurance company limited,bank financial service,sales bd,mumbai city,bank sales insurance market customer relations,InsuranceSalesBuilder
1678,sbi general insurance company limited,bank financial service,sales bd,thane,bank sales insurance market customer relations,InsuranceSalesBuilder
1679,sbi general insurance company limited,bank financial service,sales bd,mumbai city,customer relations bank insurance sales market,InsuranceSalesBuilder
1686,easeconnect hr services pvt ltd,bank financial service,sales bd,navi mumbai  thane  mumbai city,target customer relations business development market sales,InsuranceSalesBuilder
1692,alpha one management services ,bank financial service,sales bd,mumbai city,territory sales sales management business development lead generation branch sales,InsuranceSalesBuilder
1702,sbi general insurance company limited,bank financial service,sales bd,dhule,bank sales insurance market customer relations,InsuranceSalesBuilder
1703,splash india private limited,bank financial service,sales bd,dhule,customer relations insurance life insurance key account development sales support sales cro business bancassurance customer service,InsuranceSalesBuilder
1781,skywings advisors private limited,bank financial service,sales bd,bangalore,casa communication skills pos business loan loan sales insurance insurance communication direct sales sales account open bank,InsuranceSalesBuilder
1812,sbi general insurance company limited,bank financial service,sales bd,mumbai city,market insurance customer relations bank agency sales sales relationship management,InsuranceSalesBuilder
1826,sbi general insurance company limited,bank financial service,sales bd,akola,sales customer relations insurance market bank relationship management,InsuranceSalesBuilder
1835,easeconnect hr services pvt ltd,bank financial service,sales bd,mumbai city,customer relations business development sales target market,InsuranceSalesBuilder
1839,talentpro india hr private limited   hiring for hdb finance,bank financial service,sales bd,kolkata,sales presentations business to business train delivery bank behavioral train sales career development train need analysis salary hr sales operations field sales cold call customer retention direct sales addie sales process outside sales consultative sell bank sales,InsuranceSalesBuilder
1847,niyukti management consultants,bank financial service,sales bd,varanasi  noida  ghaziabad  kanpur  lucknow  kolkata  gurugram  faridabad  delhi  allahabad,insurance sales agency sales sales health insurance direct sales agency manager sales development manager,InsuranceSalesBuilder
1866,niyukti management consultants hiring for niyukti management consultants,bank financial service,sales bd,varanasi  jaipur  noida  kanpur  lucknow  gurugram  kolkata  faridabad  delhi,direct market distributor sales business development client relationship management channel sales team management corporate market unit ap sales area sales manager sales executive agency development manager territory sales manager sales development manager business development manager sales officer unit manager manager relationship manager,InsuranceSalesBuilder
1899,hdfc standard life insurance company,bank financial service,general other software,bangalore  chennai  hyderabad  kolkata  gurugram  mumbai city  delhi  ahmedabad,sales market insurance customer relations bank post sales sales support life insurance communication skills go offer business geography incentives persistency communication cold call sales process direct sales call center,InsuranceSalesBuilder
1992,talent max hr   mangagement consultant,bank financial service,sales bd,bilaspur  bangalore  mohali  chennai  kottayam  ludhiana  ahmedabad,bank cross sell customer relations sales market insurance relationship management,InsuranceSalesBuilder
2000,live connections ,bank financial service,sales bd,kurnool  tirupati  nellore  hyderabad  vishakhapatnam,market cross sell home loan bank sales customer relations sales upselling business development,InsuranceSalesBuilder
2001,logon hr consulting,bank financial service,sales bd,bangalore  indore  chennai  hyderabad  vijayawada  vishakhapatnam  pondicherry  sambalpur  bhopal  mysore,bancassurance sales agency sales insurance sales casa sales bfsi sales life insurance sales health insurance sales agency development manager,InsuranceSalesBuilder
2007,supro info solutions private limited,bank financial service,sales bd,dehradun  bangalore  chennai  raipur  rajkot  ghaziabad  hyderabad  nagpur  delhi  raigarh,direct sales bfsi sales life insurance insurance b2b sales team handle banca sales market channel sales sales b2c sales finance bank agency sales bancassurance fmcg sales field sales team lead sdm relationship manager sales officer bdm sales executive,InsuranceSalesBuilder
2010,shri h r consultants,bank financial service,sales bd,rajkot  surat  ahmedabad,sales,InsuranceSalesBuilder
2013,willpower consultants hiring for insurance company,bank financial service,investment bank m a,bangalore  chennai  rajkot  hyderabad  mangalore  mysore  ahmedabad,agency development bfsi sales insurance sales direct sales sales,InsuranceSalesBuilder
2017,willpower consultants,bank financial service,sales bd,jammu  gaya  jabalpur  patiala  jalandhar  kullu  chandigarh  kangra  bhopal  patna,customer relations insurance sales automobile business development mutual fund sales sales agency sales source recruitment general insurance fmcg sales market target agency development sales plan health insurance,InsuranceSalesBuilder
2018,sbi general insurance company limited,bank financial service,sales bd,jalandhar,customer relations sales market bank insurance,InsuranceSalesBuilder
2019,sbi general insurance company limited,bank financial service,sales bd,kanpur  udaipur  jalandhar,customer relations market sales bank insurance,InsuranceSalesBuilder
2020,sbi general insurance company limited,bank financial service,sales bd,jalandhar,agency sales customer relations sales insurance market relationship management bank,InsuranceSalesBuilder
2022,placewell careers,bank financial service,sales bd,bathinda  amritsar  jalandhar  ludhiana  chandigarh,sales bank sales,InsuranceSalesBuilder
2024,niyukti management consultants,bank financial service,sales bd,jammu  kolkata  gurugram  patiala  amritsar  yamunanagar  jalandhar  ludhiana  chandigarh  delhi,health insurance channel sales sales direct sales agency sales general insurance life insurance account manager development manager relationship officer sales officer sales manager agency manager insurance agent business manager unit manager,InsuranceSalesBuilder
2025,niyukti management consultants hiring for niyukti management consultants,bank financial service,sales bd,noida  gurugram  kolkata  faridabad  amritsar  jalandhar  ludhiana  chandigarh  delhi  panipat,sales insurance bank insurance telecom sales retail sales estate manager sales sales bd relationship officer life sales executive sales development manager service development manager financial plan manager unit manager relationship manager real direct brook sales financial business development manager,InsuranceSalesBuilder
2026,willpower consultants,bank financial service,sales bd,bhubaneswar  noida  bokaro  gurugram  kolkata  pune  mumbai city  ranchi  delhi  patna,agriculture market real estate sales real estate market advertise sales sales plan hunt insurance normal map sales market branch bank lead generation monitor bfsi sales report fmcg market management database advertise educational sales agriculture bank telecom fmcg sales telecom sales agency life insurance business development,InsuranceSalesBuilder
2027,weassure,bank financial service,sales bd,bhadrak  khordha  sambalpur  jajapur,customer relations target market sales business development,InsuranceSalesBuilder
2035,rookie spot,bank financial service,sales bd,mohali  karnal  saharanpur  kota  roorkee  sonipat  mathura  amritsar  panipat  ajmer,sales process financial assistance business development outbound sales customer relations lead generation finance direct sales b2b sales community development finance sales market behavioral train insurance house communication skills house development bank house counsel house finance b2b market communication field sales salary,InsuranceSalesBuilder
2044,sbi general insurance company limited,bank financial service,sales bd,ludhiana,bank sales insurance market customer relations,InsuranceSalesBuilder
2048,niyukti management consultants hiring for niyukti management consultants,bank financial service,sales bd,jaipur  noida  lucknow  patiala  gurugram  ludhiana  chandigarh  delhi  agra,sales channel sales business development insurance sales,InsuranceSalesBuilder
2050,delta consultancy services hiring for max life insurance,bank financial service,sales bd,jaipur  jodhpur  gurugram  navi mumbai  faridabad  udaipur  thane  mumbai city  delhi  ajmer,direct sales field sales bank sales business development loan sales market travel sales sales executive sales officer relationship manager sales manager sale counsellor,InsuranceSalesBuilder
2053,xwell human resource hiring for xwell human resource,bank financial service,sales bd,jaipur  jodhpur  kota  udaipur  alwar  bikaner  bhilwara  delhi  ahmedabad  ajmer,loan personal bank cold call casa sales bank third party products branch bank bfsi sales casa sales field sales bfsi insurance cross sell asst manager relationship manager dmat sales sales manager,InsuranceSalesBuilder
2054,bright future placement  hiring for life insurances,bank financial service,sales bd,jaipur  sikar  jodhpur  udaipur  alwar  bhilwara  jhunjhunu  ajmer,direct sales sales retail channel sales bank sales sales insurance dealer sales,InsuranceSalesBuilder
2060,xwell human resource hiring for branch manager  banking,bank financial service,sales bd,jaipur  bharatpur  jodhpur  kota  other rajasthan  udaipur  karauli  alwar  bikaner  bhilwara,liabilities relationship build sales direct sales casa hni client handle insurance branch bank team lead bank sales casa sales cross sell lead generation team handle bfsi sales team management hni bank branch manager branch head bsli,InsuranceSalesBuilder
2071,supro info solutions private limited,bank financial service,sales bd,bhiwani  srinagar  lucknow  muzaffarnagar  udaipur  rohtak  surat  vadodara  delhi  panipat,bank rm bfsi sales business development b2b sales insurance asm b2c sales customer relations sales general insurance area sales market field sales sdm bdm sales executive relationship manager fmcg,InsuranceSalesBuilder
2077,array management consultants,bank financial service,sales bd,chennai  coimbatore  erode,sales market insurance customer relations bank business development business affluent international sales strategic partnerships sales process channel partner lead generation direct sales solution sell cold call sales operations sales presentations businesstobusiness startups,InsuranceSalesBuilder
2078,live connections ,bank financial service,sales bd,bangalore  kochi  chennai  kottayam  salem  hosur  thiruvanananthapuram  coimbatore  thiruvananthapuram  erode,insurance sales acquisition equity sales business development mutual fund sales field sales portfolio management bank sales direct sales sales casa sales casa acquisition,InsuranceSalesBuilder
2086,sbi general insurance company limited,bank financial service,sales bd,hosur,bank sales insurance market customer relations,InsuranceSalesBuilder
2099,sbi general insurance company limited,bank financial service,sales bd,salem,sales insurance bank market customer relations,InsuranceSalesBuilder
2113,sbi general insurance company limited,bank financial service,sales bd,warangal,work experience insurance sales product train business agency sell product awareness sales growth agency sales sales relationship management,InsuranceSalesBuilder
2115,innovative associates,bank financial service,finance account tax,bangalore  hyderabad  vijayawada  vishakhapatnam  kakinada  warangal,sales market insurance customer relations bank direct sales product sales cost efficiency bank products business development mf m3 net sip set gold basic demat business nbfc,InsuranceSalesBuilder
2123,shriram life insurance company,bank financial service,sales bd,bareilly  varanasi  gorakhpur  lucknow  agra  allahabad,sales market business development target customer relations life insurance resume business insurance cold call sales process direct sales sales operations sales presentations customer retention outside sales consultative sell certify professional resume writer executive bios businesstobusiness,InsuranceSalesBuilder
2127,niyukti management consultants hiring for niyukti management consultants,bank financial service,sales bd,varanasi  noida  ghaziabad  kanpur  lucknow  gurugram  kolkata  faridabad  delhi  allahabad,corporate sales direct sales agency insurance sme sales sales business manager sales development manager area sales officer relationship officer unit sales manager agency development manager sales officer key relationship manager sales executive associate agency development manager relationship manager,InsuranceSalesBuilder
2129,global job solutions,bank financial service,sales bd,bijnor  saharanpur  roorkee  yamunanagar  haridwar,target business development customer relations market sales,InsuranceSalesBuilder
2131,bigjourany multiservices private limited,bank financial service,sales bd,sitapur  gorakhpur  balrampur  deoria  sultanpur  lakhimpur  basti  sant kabir nagar  raebareli  gonda,direct sales advertise market outside sales sales presentations distributors plan cold call field sales sales sales process customer retention sales operations,InsuranceSalesBuilder
2132,niyukti management consultants hiring for niyukti management consultants,bank financial service,sales bd,varanasi  bhubaneswar  bareilly  karnal  ghaziabad  gurugram  yamunanagar  delhi  ambala  allahabad,tie channel channel life insurance b2c market agency sales direct market direct sales development insurance sales sales insurance business sales executive sales development manager agency manager sales officer afency development manager sales manager unit manager relationship manmager area sales manager relationship officer financial plan manager,InsuranceSalesBuilder
2133,niyukti management consultants,bank financial service,sales bd,varanasi  bareilly  kanpur  lucknow  gurugram  kolkata  delhi  moradabad  patna  allahabad,agency sales direct sales insurance life insurance sales health insurance general insurance development manager agency development manager relationship manager agency manager sales officer insurance agent sales development manager sales manager area sales manager unit manager business development manager sales executive,InsuranceSalesBuilder
2135,niyukti management consultants hiring for niyukti management consultants,bank financial service,sales bd,bareilly  varanasi  noida  ghaziabad  kanpur  lucknow  gurugram  faridabad  delhi  allahabad,insurance development sales business channel sales,InsuranceSalesBuilder
2136,niyukti management consultants hiring for max life,bank financial service,sales bd,bhubaneswar  varanasi  bareilly  ghaziabad  kanpur  lucknow  kolkata  moradabad  patna  allahabad,health insurance general insurance insurance direct sales agency sales development business life insurance relationship sales executive agency development manager area sales manager development manager sales officer manager relationship manager insurance agent officer agency manager unit manager account sales manager,InsuranceSalesBuilder
2182,sbi general insurance company limited,bank financial service,sales bd,dehradun,customer relations sales insurance market relationship management agency bank,InsuranceSalesBuilder
2194,sbi general insurance company limited,bank financial service,sales bd,siliguri,agency sales customer relations sales insurance market relationship management bank,InsuranceSalesBuilder
2,sygnific services,bank financial service,sales bd,indore  other chattisgarh  bhopal,schedule credit analysis sales benefit credit card field sales facilities analytical client acquisition database market meet management follow up mandate affiliate management cold call bank loan surveillance credit rat meet schedule feedback management,BPO
5,synergy plus business consulting group,bank financial service,sales bd,bhopal,market learn management train need analysis business development behavioral train career development train delivery new hire orientations sales addie performance consult insurance mbti hire,BPO
12,amogha advisors,bank financial service,pre sales,gwalior  pune  mumbai city  chandigarh  delhi  bhopal,branch management casa retail bank cluster sales leader,BPO
30,nirman share brokers pvt  ltd ,bank financial service,general other software,bhopal,sales market insurance customer relations bank trade sales mutual fund stock broking financial products nse ipo broking equities communication institutional sales capital raise trade promotions letter of credit financial transactions cdsl,BPO
31,nirman share brokers pvt  ltd ,bank financial service,general other software,bhopal,sales market insurance customer relations bank sales plan stock market mutual fund sales plan strategic sales performance monitor it nse ipo strategy plan coach monitor recruit cdsl,BPO
33,talent spinners,bank financial service,sales bd,amravati  dhule  chandrapur  latur  ahmednagar  pune  aurangabad  jalgaon  kolhapur  nagpur,behavioral train business to business need analysis sell metrics new business lead generation business development insurance due diligence business analysis mobile hr prospect recruitment international sales strategic partnerships life insurance train,BPO
34,bajaj finserv lending ltd,bank financial service,general other software,amravati,sales mis account tat bank bias for action drive result people management leadership skills pi clarity adherence management monitor leadership negotiation,BPO
36,innovative associates,bank financial service,sales bd,bangalore,sales market business development account customer relations key account national account behavioral train distributor handle account reconciliation hr cv com claim english monitor supervision distribution confirmation reconciliation,BPO
42,array management consultants,bank financial service,general other software,bangalore  hyderabad  mumbai city,sales market insurance customer relations bank train business education facilitation presentations train delivery career development train need analysis addie new hire orientations hire learn management mbti performance consult business service,BPO
80,talent max hr   mangagement consultant,bank financial service,sales bd,bilaspur  bangalore  chennai  dharwad  delhi  coimbatore,performance business growth sales business recruit new project house finance sow performance monitor market retail coach house business development finance monitor channel sales acquisitions of nbfc statements dsa work,BPO
119,electronica finance ltd,bank financial service,general other software,mumbai city  delhi  ahmedabad,sales market business development basis account key account management new business generation ms office key account new business machine tool credit policy market research print broker equipment finance corporate liaison financial service account management process management product development,BPO
121,avanse financial services ltd,bank financial service,sales bd,bangalore  mumbai city  ahmedabad,sales market insurance customer relations bank win others over channel management it ib train business management engineer win team work win maximizer individualization futurism relator high achiever,BPO
122,muthoot securities ltd  muthoot ,bank financial service,sales bd,ahmedabad,market sales lead generation market research business development target achievement customer relations mutual fund client relationship,BPO
126,briskstar technologies,bank financial service,general other software,ahmedabad,sales market customer relations business development cold call verbal communication english business communication international sales strategic partnerships sales process channel partner businesstobusiness le,BPO
130,sps share brokers pvt  ltd ,bank financial service,sales bd,ahmedabad,market sales bank management sell presentation mutual fund relationship management customer relations cross sell separately manage account,BPO
135,1 step manpower services,bank financial service,sales bd,indore  jabalpur  rewa  singrauli  katni  damoh  mandla  satna,customer service sound presentation skills business presentation retention client retention sell automotive sales bank products bank gross profit,BPO
139,suryoday micro finance  ltd,bank financial service,general other software,ujjain,sales market bank customer relations credit term deposit customer service financial service business development kyc retail broking write business deposit adherence onboarding promotional availability account,BPO
141,nj indiainvest pvt ltd,bank financial service,sales bd,gwalior,sales market life insurance business development insurance mutual fund sales process client meet lead generation financial products provide train mf nism train business plan recruitment regulations investments distribution,BPO
142,nj indiainvest pvt ltd,bank financial service,general other software,bhopal,sales market insurance target business development sales process client acquisition find opportunities recruitment management net sip report management recruitment supervision major account software industry complex sales automotive sales manage print service,BPO
144,nj indiainvest pvt ltd,bank financial service,sales bd,indore,management insurance train sales product activity development relationship strategic plan build business,BPO
151,1 step manpower services,bank financial service,sales bd,indore  jabalpur  rewa  singrauli  katni  damoh  mandla  satna,retention business presentation skills sell bank products bank automotive sales presentation gross profit client retention customer service sound,BPO
152,standard chartered bank ltd,bank financial service,operations management process analysis,bhopal,sales mis account tat bank code of conduct front end agency management net turn brand visit ideal agency closure control train plan benefit equality,BPO
153,bajaj finserv lending ltd,bank financial service,sales bd,bhopal,sales market business development management target bias for action drive result people management leadership skills negotiation skills,BPO
157,bajaj finserv lending ltd,bank financial service,sales bd,gwalior,market business development negotiation skills drive result people management management target train need leadership skills sales bias for action,BPO
159,array management consultants,bank financial service,sales bd,bangalore  indore  belgaum  hubli  erode,lend regulations sales business development business sanction compliance regulations corrective action market customer relations channel partner customer satisfaction train compliance dsa,BPO
163,talent max hr   mangagement consultant,bank financial service,sales bd,guntur  bangalore  kurnool  rajahmundry  chennai  indore  nellore  tirupati  vijayawada  vishakhapatnam,house finance recruit finance bank sow ctc new project house sales performance monitor coach business growth business monitor insurance business development branch sales dsa nbfc work statements of,BPO
164,forpple consulting,bank financial service,sales bd,indore,sales market channel sales business development retail cv business applications personal statements executive bios employer engagement certify professional resume writer interview skills train career skills employability cold call sales process direct sales dsa welfaretowork,BPO
167,dbs asia hub 2,bank financial service,finance account tax,bangalore  chennai  hyderabad  kolkata  pune  mumbai city  delhi  ahmedabad,customer service risk operations business strategies systems mis business development collection sales framew k,BPO
169,sudharma trading  m j shah group ,bank financial service,sales bd,bangalore  chennai  hyderabad  kolkata  pune  mumbai city  delhi  ahmedabad,sales market business development target customer relations call center guest relations workforce management find opportunities,BPO
172,steel city securities ltd ,bank financial service,market communication,bangalore  chennai  hyderabad  kolkata  pune  mumbai city  delhi  ahmedabad,market sales customer relations business development advertise new client acquisition mis report financial market client acquisition revenue generation customer relationship,BPO
174,sbi general insurance company limited,bank financial service,sales bd,bangalore,cross sell bank product placement renewal retention sales work experience insurance market territory sales customer relations product train behavioral train insurance sales product knowledge product awareness,BPO
175,the career destination,bank financial service,sales bd,bangalore,casa casa sales amfi certify cross sell branch bank retail bank relationship build irda certify sales,BPO
177,first solution,bank financial service,sales bd,bangalore  noida  chennai  hyderabad  gurugram  kolkata  pune  mumbai city  delhi  ahmedabad,eureka sell pharma agency development performance sales salesforce recruit agency leadership bank agency agreements agency sales business agency insurance adm broking irda relationship manager sales officer channel sales manager sales manager unit manager associate sales manager agency manager key relationship manager unit sales officer sales development manager business development manager,BPO
183,v konnect associates,bank financial service,sales bd,bangalore  dehradun  noida  ghaziabad  gurugram,warm call face to face sell sales cold call customer focus sell core bank insurance face to face presentations general insurance branch bank cross sell,BPO
194,splash india private limited,bank financial service,sales bd,bangalore  udupi  hassan,customer service life insurance insurance customer relations visit business alignment certify information security manager business development market sales business business information service library portfolio it risk management it benefit cisa certify in risk information systems control,BPO
198,teamroll inc ,bank financial service,sales bd,bangalore,open branch bank educational qualification branch management resume finacle english current account sales kannada remittances branch operation save communication core bank bank education deposit behavioral train islamic finance,BPO
224,india infoline finance limited,bank financial service,customer service domestic,other goa  panaji,customer support customer retention customer care customer service acquisition customer satisfaction customer handle customer complaints customer,BPO
226,talent spinners,bank financial service,sales bd,amravati  south goa  ratnagiri  sangli  north goa  pune  nagpur  other goa  panaji,insurance advise customer relations bank email salary sales mail liability market save hni client handle high net worth individuals liability products business development wealth hni sales advisory service business,BPO
228,kotak mahindra bank limited ,bank financial service,sales bd,bhopal,acquisition relationship management sales mf casa ms office market business development,BPO
229,kotak mahindra bank limited ,bank financial service,sales bd,bhopal,acquisition customer acquisition sales market management ms office market business development customer retention,BPO
236,job circle hiring for phone banking,bank financial service,investment bank m a,navi mumbai  thane,bpo communication outbound call bpo voice bank process mail cross sell voice process customer service phone bank inbound call hris bank products designation workforce plan english sales process hr bank sales bank credit sales outbound sales new hire orientations domestic bpo systems inbound process graduate onboarding outbound process information resources human,BPO
240,hdfc standard life insurance company,bank financial service,sales bd,mumbai city,sales management mis customer relations quality project team problem solve service recovery customer handle customer experience bfsi email offer metrics outbound recovery engagement recruitment communication deliverables,BPO
244,india infoline finance limited,bank financial service,sales bd,thane  mumbai city,demat relationship management demat account tele sales telesales relationship manager tele sales officer,BPO
247,alankit assignments limited,bank financial service,sales bd,mumbai city,new business opportunities new business business strategy market trend rta mail sales basic business strategy market monitor supervision new business procurement source new business future trend build new business new business generation opportunity map intelligent agents,BPO
263,visishta consulting hiring for msme lending organisation,bank financial service,sales bd,nashik  jaipur  vapi  aurangabad  pune  mumbai city  surat  nagpur  ahmedabad,client relationship management credit appraisal business development msme lend sales business development bank credit sales,BPO
265,alpha one management services ,bank financial service,sales bd,nashik  pune  aurangabad,mis relationship management plan bank competition analysis customer service hr life insurance english business tat financial goals basic sales financial plan relationship build analysis insurance account database,BPO
271,nj indiainvest pvt ltd,bank financial service,finance account tax,aurangabad,sales market bank customer relations target petty cash management petty cash cash management account open courier management business development investment company customer relationship pan cash form demat courier trade business,BPO
273,nj indiainvest pvt ltd,bank financial service,sales bd,aurangabad,sales market report recruitment plan query resolution business opportunity business plan business development,BPO
275,ernst   young,bank financial service,risk underwrite,mumbai city,sap customer relations delivery sales sql third party report new business generation environmental impact assessment it audit oracle 11g new business,BPO
289,siddhivinayak consultants,bank financial service,sales bd,mumbai city,loan cash collection mail retail visit target market audio master cv channel partner business development rto sales finance commercial vehicle,BPO
290,talentino hiring for single debt,bank financial service,sales bd,mumbai city,customer relations target cold call communication skills sales incentives sales process,BPO
303,angel broking ltd,bank financial service,customer service domestic,mumbai city,customer care mutual fund sell customer acquisition financial products incoming compliance customer support cross sell customer service sales,BPO
304,directus hr services,bank financial service,finance account tax,thane,account tds sales bank reconciliation account,BPO
316,sygnific services,bank financial service,sales bd,mumbai city,business development target lead generation sales insurance market demand generation,BPO
329,forpple consulting,bank financial service,general other software,navi mumbai  mumbai city,sales customer relations sla quality coach market distribution modern trade channel sales development indirect channel sales sap logistics execution rural market manage distribution channel sales channel development channel relationship management profit center management cold call sales process direct sales sales distribution,BPO
330,forpple consulting,bank financial service,sales bd,navi mumbai  mumbai city,sales market channel sales business development retail cv business applications personal statements executive bios employer engagement certify professional resume writer interview skills train career skills employability cold call sales process direct sales dsa welfaretowork,BPO
338,vhm consultants,bank financial service,sales bd,navi mumbai  mumbai city,team handle field sales,BPO
347,talentpret,bank financial service,finance account tax,thane,share market equity market lead generation outbound sales sales investment bpo relationship build market knowledge finance share,BPO
348,ech aar manpower solutions hiring for casa sales,bank financial service,field sales executive,navi mumbai  thane  mumbai city,liabilities fix deposit life insurance mutual fund save account casa sales credit card current account,BPO
354,yes bank ltd,bank financial service,sales bd,mumbai city,trend analysis business plan digital market sales business requirements business market management plan trend forecast analysis,BPO
383,resonance hr solutions,bank financial service,sales bd,mumbai city,insurance insurance sales financial products hr solutions direct sell sales strategy resource utilization sales life insurance sell skills commercial model market hr bfsi business development relationship management client visit alpha,BPO
394,standard chartered bank ltd,bank financial service,market communication,mumbai city,sales market business development customer service delivery digital sales service quality channel partner portfolio market turn brand card visit credit business source benefit equality portfolio,BPO
402,icici bank limited,bank financial service,general other software,bangalore  chennai  hyderabad  kolkata  mumbai city  ahmedabad,closure customer interaction customer satisfaction offer retail secondary sales financial products target new lead geography market business development sales current account urban salary save business,BPO
407,smc global securities ltd,bank financial service,sales bd,bangalore  mumbai city  ahmedabad,demat account customer relations trade sales sales process target securities train need analysis cold call market performance consult direct sales business development demat,BPO
410,sbi general insurance company limited,bank financial service,sales bd,bangalore  bangalore rural  ahmedabad,area sales iii business strategy business strategy content development survey schedule design mis sound sales insurance sales general insurance sales train people management sales performance induction train general insurance sales train,BPO
412,talent stock solutions,bank financial service,pre sales,bangalore,b2c sales lead generation sales process language skills speak english cold call inside sales interpersonal skills telugu ownership automotive bpo sales telesales presales b2c,BPO
413,qrn services,bank financial service,securities trade,bangalore  chennai  hyderabad  kolkata  gurugram  pune  mumbai city,derivatives business development nism equity sales mutual fund,BPO
418,talent spinners,bank financial service,sales bd,nashik  nanded  ratnagiri  south goa  north goa,behavioral train need analysis sell metrics new business lead generation business development sales insurance due diligence business analysis mobile hr prospect recruitment communication international sales life insurance train,BPO
419,genius consultants limited,bank financial service,sales bd,south goa  north goa  other goa,agency sales tie channel life insurance agent recruitment business development agency channel agent agency manager,BPO
423,sbi general insurance company limited,bank financial service,sales bd,ahmedabad,sales market target retail business development,BPO
436,teamroll inc ,bank financial service,sales bd,bangalore  kolkata,current account casa save account casa sales liability sales save account,BPO
449,dbs asia hub 2,bank financial service,investment bank m a,bangalore  chennai  hyderabad  kolkata  pune  mumbai city  ahmedabad,sme bank team spirit cold call sales process term deposit cash management problem solve bank products financial market transaction bank statements of work sow,BPO
452,jpmorgan,bank financial service,general other software,bangalore,market sales business development management finance mission critical financial control technology trend software engineer application program creative solutions,BPO
457,standard chartered bank ltd,bank financial service,general other software,bangalore,scrum agile product management market delivery customer experience design scrum master mobile bank online bank user experience bank products digital channel operate systems,BPO
463,standard chartered bank ltd,bank financial service,sales bd,bangalore,sales customer relations sla quality coach trade operations financial market quality initiatives business requirements business transactions continuous improvement personal responsibility,BPO
465,nj india invest private limited,bank financial service,sales bd,bangalore,presentation mutual fund advisory business development product sales strategic plan insurance management market channel development management,BPO
473,nexplace info private limited,bank financial service,customer service domestic,bangalore,english sales presentations sales operations outside sales malayalam sales direct sales gujarati reach punjabi customer retention telugu bengali open consultative sell cold call kannada business to business sales process hindi,BPO
475,white force outsourcing,bank financial service,sales bd,bangalore,market b2b sales,BPO
484,alphaz consulting services,bank financial service,pre sales,bangalore,customer service sales inbound lead generation cold call sales coordination inside sales outbound sales inbound sales telecalling lead generation customer retention telesales,BPO
494,standard chartered bank ltd,bank financial service,market communication,bangalore,sales market business development customer relations target home loan retail bank customer focus save account negotiation skills interpersonal skills cdd tcf mlp amfi irda turn loan fraud brand,BPO
541,morgan stanley advantage services pvt  ltd ,bank financial service,sales bd,bangalore  japan,market sales business development management finance wealth management agile development investment bank financial service equal opportunities investment management,BPO
559,standard chartered bank ltd,bank financial service,operations management process analysis,bangalore,bank sales customer service mis account cash flow trend analysis communication skills liquidity management cash turn brand visit ideal nostro control fund analysis currency benefit,BPO
